"id","country","postcode","street","number","unit","postal_city","recorded_at","unit_count","geometry_wkt"
"04d5ee66-5723-4893-b10f-281e240f44d7","US","10002","HESTER ST","124","A","","2024-07-28T13:07:23Z","0","POINT (-73.9947517 40.7169841)"
"0523460c-2fa8-4e46-a2f9-32a6338c9996","US","10003","E 2 ST","8","","","2024-08-08T20:20:40Z","5","POINT (-73.9914287 40.7255015)"
"055bb440-332b-41e9-965f-65011adcb899","US","10013","BROADWAY","440","","","2024-08-19T03:33:57Z","0","POINT (-74.0011001 40.7201053)"
"05a1d228-5dbf-4339-ae06-3eeeb55b637c","US","10012","MULBERRY ST","247","","","2024-08-30T10:46:14Z","0","POINT (-73.9959353 40.7230647)"
"05eefdfd-eece-4b75-b983-605c7550a79e","US","10012","BROADWAY","648","","","2024-09-10T17:59:31Z","0","POINT (-73.9955221 40.7266978)"
"062c5f30-b919-491c-847c-c046603f6f4f","US","10013","MOTT ST","67","","","2024-09-21T00:12:48Z","6","POINT (-73.9982654 40.7161944)"
"068ed55c-f9dc-4b82-b931-7d26b54929d2","US","10013","N MOORE ST","43","","","2024-10-02T07:25:05Z","0","POINT (-74.0082641 40.7200255)"
"06b7f9d4-be62-4f8b-bb2a-614a7c6dbe8f","US","10013","RENWICK ST","15","","","2024-10-13T14:38:22Z","0","POINT (-74.0086515 40.7248328)"
"06ea3554-26cc-4954-a81f-736e51b626db","US","10013","BAXTER ST","89","","","2024-10-24T21:51:39Z","0","POINT (-73.9996297 40.7168333)"
"07193249-32ce-4761-9b50-d0a9bdf2b9dc","US","10013","CORTLANDT ALY","41","","","2024-11-04T04:04:56Z","7","POINT (-74.0014248 40.7187065)"
"07423e4d-dd3c-4a90-b42b-4d335b4a7a9a","US","10007","READE ST","70","","","2024-11-15T11:17:13Z","0","POINT (-74.0068424 40.7152283)"
"076f6988-e7a7-4303-a318-e6a72567daf6","US","10014","W HOUSTON ST","209","","","2024-11-26T18:30:30Z","0","POINT (-74.0043065 40.7284056)"
"079da867-206c-447e-ae6c-52bf904274f5","US","10002","MADISON ST","193","","","2024-12-07T01:43:47Z","0","POINT (-73.9905709 40.7127245)"
"07da8ccf-24f2-4d58-a8ac-51b08eaf699b","US","10038","ANN ST","45","","","2024-12-18T08:56:04Z","8","POINT (-74.0069841 40.7104515)"
"0805fb09-ba0f-4829-b874-d400f669f3d8","US","10282","VESEY ST","259","","","2024-12-29T15:09:21Z","0","POINT (-74.0158128 40.7148193)"
"0837c326-3350-4802-9389-b1c282b4f938","US","11201","WATER ST","4","","","2024-01-10T22:22:38Z","0","POINT (-73.9938831 40.7032434)"
"087a7886-44c1-4cb1-911a-9a31e0ee97f9","US","10012","PRINCE ST","141","","","2024-01-21T05:35:55Z","0","POINT (-74.0005234 40.7256891)"
"08ce88d5-2a23-4277-94ce-949079ec65b7","US","10012","GREAT JONES ST","41","","","2024-02-01T12:48:12Z","9","POINT (-73.9927901 40.7267317)"
"0918b1c0-795f-460f-9f9c-f4615254bc5e","US","10013","GRAND ST","223","","","2024-02-12T19:01:29Z","0","POINT (-73.995626 40.71863)"
"093cb5d4-246e-4c56-81aa-a4d74db9b6d0","US","10013","BOWERY","6","","","2024-02-23T02:14:46Z","0","POINT (-73.9975809 40.7142938)"
"09767db4-91aa-407d-9c89-c90414cf8fba","US","10012","W 4 ST","43","","","2024-03-05T09:27:03Z","0","POINT (-73.9962808 40.7295292)"
"09aa9a8a-3cfb-4bd0-b503-7b0394ff37f0","US","10013","GREENWICH ST","315","","","2024-03-16T16:40:20Z","10","POINT (-74.0106216 40.716968)"
"09e39d0f-463d-4638-bad9-90a06d91b66c","US","10013","LAFAYETTE ST","175","","","2024-03-27T23:53:37Z","0","POINT (-73.9986138 40.720347)"
"0a2fc035-7c1b-42e8-8598-c2a2d43fc417","US","10002","MADISON ST","101","","","2024-04-07T06:06:54Z","0","POINT (-73.9952906 40.7123356)"
"0a4f191e-0d92-475f-a5ae-e44d37e207d6","US","10002","DIVISION ST","23","","","2024-04-18T13:19:11Z","0","POINT (-73.9963598 40.7140333)"
"0a93245d-35b3-43a2-bc30-5dcaecec9eff","US","10002","CHRYSTIE ST","135","","","2024-04-29T20:32:28Z","11","POINT (-73.9932912 40.7195815)"
"0ab3e549-1720-418e-a3b5-88bdcb90f5b8","US","10038","BROADWAY","222","","","2024-05-10T03:45:45Z","0","POINT (-74.0087657 40.7110232)"
"0ae3f3a1-ee7f-45ce-b996-0ea55b36c5fd","US","10002","HENRY ST","68","","","2024-05-21T10:58:02Z","0","POINT (-73.9942423 40.712952)"
"0b373b90-3bbd-4051-8b07-a4a62ad0f756","US","10013","FRANKLIN ST","108","","","2024-06-01T17:11:19Z","0","POINT (-74.0058283 40.7185969)"
"0b7adbf0-4814-497a-ab21-3b4b8f94b30f","US","10012","MERCER ST","103","","","2024-06-12T00:24:36Z","12","POINT (-73.9995582 40.7236438)"
"0b978214-f218-4059-8a3b-e09828bed9c4","US","10038","FULTON ST","134","","","2024-06-23T07:37:53Z","0","POINT (-74.0081535 40.7103301)"
"0bf5afcb-f6ea-409f-baf2-df1acc809bad","US","10002","HENRY ST","131","","","2024-07-04T14:50:10Z","0","POINT (-73.9911144 40.7133994)"
"0c490d88-da27-424e-99b4-c95f33a2987e","US","10012","WOOSTER ST","73","","","2024-07-15T21:03:27Z","0","POINT (-74.0016682 40.7236803)"
"0c7b3618-51b5-4d1e-b21b-06f9ec577448","US","10002","HESTER ST","81","","","2024-07-26T04:16:44Z","0","POINT (-73.9913924 40.7161423)"
"0cb2a826-813f-455a-a6e3-e03ba7b00370","US","10012","W HOUSTON ST","28","","","2024-08-06T11:29:01Z","0","POINT (-73.9976737 40.7260614)"
"0d1326c1-61f7-44ad-a6d5-d01021cd5ef2","US","10012","MAC DOUGAL ST","82","","","2024-08-17T18:42:18Z","0","POINT (-74.0015996 40.7285325)"
"0d3ba8a4-fcca-4fa2-805b-841896a15ae2","US","10012","W BROADWAY","392","","","2024-08-28T01:55:35Z","0","POINT (-74.0024643 40.7241466)"
"0d742aba-1b65-4a45-ae7f-30cbfc3be7a3","US","10012","MOTT ST","235","","","2024-09-08T08:08:52Z","1","POINT (-73.9950787 40.7228979)"
"0dabfe97-9d26-4b96-a1ab-057b97aa5a26","US","10013","LAIGHT ST","70","","","2024-09-19T15:21:09Z","0","POINT (-74.0102117 40.7222837)"
"0df7754a-c812-4621-aa53-842869b142db","US","10013","CANAL ST","480","","","2024-09-30T22:34:26Z","0","POINT (-74.0083335 40.7237994)"
"0e208bbe-84f0-4d5b-8121-e01accf02ea3","US","10013","CANAL ST","375","","","2024-10-11T05:47:43Z","0","POINT (-74.004398 40.7214048)"
"0e582ebb-d1a9-418a-83e9-d668219acf2e","US","10013","WALKER ST","60","","","2024-10-22T12:00:00Z","2","POINT (-74.0028422 40.7188677)"
"0e7ba9b2-b9b9-455b-9eef-ad1cfdb9fb6c","US","10002","ALLEN ST","1","","","2024-11-02T19:13:17Z","0","POINT (-73.993067 40.714522)"
"0ece7a70-4879-4ed4-8ff6-81abf963d321","US","10012","MERCER ST","251","","","2024-11-13T02:26:34Z","0","POINT (-73.9955772 40.7286578)"
"0f262a02-842e-4e2e-acc4-62ec2c74e55e","US","10002","CANAL ST","72","A","","2024-11-24T09:39:51Z","0","POINT (-73.9928995 40.7150917)"
"0f7020a5-787e-4b22-8729-b339101f11ba","US","10004","MARKETFIELD ST","1","","","2024-12-05T16:52:08Z","3","POINT (-74.011765 40.7047631)"
"0fa13492-4585-47b0-97d2-db949d057ee0","US","10013","MOSCO ST","105","1/2","","2024-12-16T23:05:25Z","0","POINT (-73.9990371 40.7144467)"
"0ff6ebbe-aa45-4d6f-902d-b1abb0072969","US","10013","FRANKLIN ST","83","","","2024-12-27T06:18:42Z","0","POINT (-74.0046935 40.717892)"
"1054c716-a086-459f-8e9f-27ea73e66f1b","US","10002","BOWERY","157","1/2","","2024-01-08T13:31:59Z","0","POINT (-73.9941293 40.7195762)"
"107b4ff3-7218-4c8a-81e3-fce86948a74c","US","10007","VESEY ST","20","","","2024-01-19T20:44:16Z","4","POINT (-74.0095887 40.7119812)"
"10a5f229-68cd-4e28-9c85-115e4c8e0164","US","10002","ALLEN ST","42","","","2024-01-30T03:57:33Z","0","POINT (-73.9915665 40.7163453)"
"10e0cb86-89e7-4afc-a231-06fcb6c761f5","US","10004","WATER ST","46","","","2024-02-10T10:10:50Z","0","POINT (-74.0099366 40.7036466)"
"110f2b85-c257-4fc8-a505-9dad0e5e442e","US","10002","DIVISION ST","41","","","2024-02-21T17:23:07Z","0","POINT (-73.9955468 40.7140967)"
"113d1523-0453-42c8-a2dc-7937e1cf2fe4","US","10013","BAYARD ST","86","","","2024-03-03T00:36:24Z","5","POINT (-73.9989636 40.7158979)"
"1187512f-3959-48b6-9a00-ec9322f725e1","US","10013","WASHINGTON ST","452","","","2024-03-14T07:49:41Z","0","POINT (-74.0103707 40.7240579)"
"11d80458-c559-45c6-8d04-a6a2490b80e1","US","10012","SULLIVAN ST","125","","","2024-03-25T14:02:58Z","0","POINT (-74.0023918 40.7263089)"
"124a309a-75cf-4fbe-99d8-8ad20623a75a","US","10012","MOTT ST","273","","","2024-04-05T21:15:15Z","0","POINT (-73.9946506 40.7238715)"
"1286126b-2db1-418e-a699-627eeaa7ae5d","US","10013","BROADWAY","443","","","2024-04-16T04:28:32Z","6","POINT (-74.0012535 40.7203625)"
"12d39af7-71e1-447f-bd53-d3f308f369d4","US","10013","THOMPSON ST","40","","","2024-04-27T11:41:49Z","0","POINT (-74.0038214 40.7232928)"
"131da83e-81b4-44d2-8915-aa64b611148a","US","11201","WILLOW ST","1","","","2024-05-08T18:54:06Z","0","POINT (-73.9935831 40.7011341)"
"1347868c-01ba-48f4-8d13-abfc0a12f422","US","10012","GREENE ST","134","","","2024-05-19T01:07:23Z","0","POINT (-73.9988391 40.725445)"
"138336ae-b13b-4af3-b965-3f984b5ce3c2","US","10012","LAFAYETTE ST","236","E","","2024-05-30T08:20:40Z","7","POINT (-73.9971794 40.7226343)"
"13cf09fa-77f0-4d55-8856-4bbcd50e37ec","US","10013","VANDAM ST","21","","","2024-06-10T15:33:57Z","0","POINT (-74.004647 40.7264533)"
"143f94e7-00dd-45e9-ace5-344f6008fd20","US","10007","CHURCH ST","167","","","2024-06-21T22:46:14Z","0","POINT (-74.0075685 40.7151398)"
"14b9920b-528e-4ac2-97f7-025136c4a028","US","10012","MAC DOUGAL ST","72","","","2024-07-02T05:59:31Z","0","POINT (-74.0017842 40.7283068)"
"15306b9c-749c-4eb5-93e3-e6d5410f3cfb","US","10012","BLEECKER ST","168","","","2024-07-13T12:12:48Z","8","POINT (-74.0000291 40.7285048)"
"15638b25-7d9c-4bc5-ab47-00946e114d70","US","10006","WEST ST","72","","","2024-07-24T19:25:05Z","0","POINT (-74.0145598 40.7088436)"
"15b061af-9fbe-4245-a800-be57b54a63cf","US","10013","W BROADWAY","137","","","2024-08-04T02:38:22Z","0","POINT (-74.0080153 40.7167986)"
"15e1d9ac-b3c1-445b-bca5-712711639efe","US","10006","RECTOR ST","40","","","2024-08-15T09:51:39Z","0","POINT (-74.014814 40.7084505)"
"162e972b-9ca6-4e8d-bbd6-8987e0a3245a","US","10012","LAFAYETTE ST","220","","","2024-08-26T16:04:56Z","9","POINT (-73.9976074 40.7219982)"
"166b8e5e-984e-438a-b64b-0b8f3bb302e4","US","10013","BROOME ST","409","","","2024-09-06T23:17:13Z","0","POINT (-73.9981111 40.7209154)"
"16d506d8-e742-4567-91e2-01ed52984b20","US","10013","LAIGHT ST","28","","","2024-09-17T06:30:30Z","0","POINT (-74.0071599 40.7219859)"
"170afdb9-e0b4-40dd-9186-985f5f5401a6","US","10013","CANAL ST","495","","","2024-09-28T13:43:47Z","0","POINT (-74.0083186 40.7242015)"
"1760f390-26e0-44cf-a29e-f38fbd716d49","US","10013","PELL ST","34","","","2024-10-09T20:56:04Z","10","POINT (-73.9986481 40.7150122)"
"17ab9fe9-2a49-406b-92a6-935b872697b3","US","10013","W BROADWAY","355","","","2024-10-20T03:09:21Z","0","POINT (-74.0031489 40.7229016)"
"17f98063-beed-45d3-b695-97088eb3fd0d","US","10013","HUDSON ST","255","","","2024-10-31T10:22:38Z","0","POINT (-74.0079246 40.7248238)"
"18234b27-5281-41b3-8e20-37c9983e2196","US","10002","BROOME ST","282","","","2024-11-11T17:35:55Z","0","POINT (-73.9912932 40.7185324)"
"1892ca10-5b3b-452e-bf1d-1225a3bc8e59","US","10002","ELDRIDGE ST","175","","","2024-11-22T00:48:12Z","11","POINT (-73.9909944 40.7204045)"
"18cbe27c-caba-4da2-adf9-05a343027476","US","10014","DOWNING ST","53","","","2024-12-03T07:01:29Z","0","POINT (-74.0043418 40.7292119)"
"191e6b09-48f5-458f-a2d7-ce39e2c5753a","US","11201","FRONT ST","57","","","2024-12-14T14:14:46Z","0","POINT (-73.991386 40.7026755)"
"1950f99e-43f1-4833-8878-fe36c401171e","US","10080","CORTLANDT WAY","28","","","2024-12-25T21:27:03Z","0","POINT (-74.0115739 40.7106473)"
"197aa26e-8b6c-463d-9eb7-49410b4393e4","US","10002","E BROADWAY","154","","","2024-01-06T04:40:20Z","12","POINT (-73.9907604 40.7141315)"
"19b2c0c3-28ae-4d24-b5e1-8812844072c4","US","10012","BOND ST","25","","","2024-01-17T11:53:37Z","0","POINT (-73.9937144 40.7263142)"
"1a002a10-8f77-4e76-b785-221757bd124a","US","10002","ELDRIDGE ST","118","D","","2024-01-28T18:06:54Z","0","POINT (-73.9917379 40.718405)"
"1a53567a-3461-4b8a-98d9-eec220e9147c","US","10012","MERCER ST","163","","","2024-02-08T01:19:11Z","0","POINT (-73.9980878 40.7253849)"
"1a8ad7e4-0df1-4cf8-85c9-f09316695f47","US","10013","BOWERY","78","","","2024-02-19T08:32:28Z","0","POINT (-73.9958897 40.7169015)"
"1ae5f808-7b8e-4b06-8a77-984cd0d4a9f5","US","10002","CHRYSTIE ST","97","D","","2024-03-01T15:45:45Z","0","POINT (-73.9942008 40.7178098)"
"1b17ff14-4c5a-48e0-bc9e-f6eb957fe669","US","10012","MOTT ST","279","","","2024-03-12T22:58:02Z","0","POINT (-73.994581 40.7240325)"
"1b649e31-05cc-4960-a87e-688f2b0547b9","US","10012","MOTT ST","201","","","2024-03-23T05:11:19Z","0","POINT (-73.9956914 40.7213272)"
"1bb82774-ec80-4423-a841-bc03b5499f6b","US","10038","MAIDEN LN","6","","","2024-04-03T12:24:36Z","1","POINT (-74.0095591 40.7095112)"
"1c14abf0-f6fc-4d82-b658-de9ac91371df","US","10007","CHURCH ST","185","","","2024-04-14T19:37:53Z","0","POINT (-74.0071379 40.7157093)"
"1c3bdcf6-ad51-4394-982f-770dc1ea57d4","US","10013","FRANKLIN ST","73","","","2024-04-25T02:50:10Z","0","POINT (-74.0043622 40.7177414)"
"1c5a4837-621c-4313-bdcc-b19762eb5382","US","10013","BROADWAY","478","","","2024-05-06T09:03:27Z","0","POINT (-73.9999809 40.7214343)"
"1cbffe43-1e33-4e7e-8d52-9742aa0cf4d5","US","10012","SPRING ST","69","","","2024-05-17T16:16:44Z","2","POINT (-73.9974854 40.7225556)"
"1ce77df5-b0d6-44b8-b4f4-2ed72a1cbc59","US","10013","AVE OF THE AMERICAS","198","","","2024-05-28T23:29:01Z","0","POINT (-74.0032432 40.7265614)"
"1d341c47-46c4-45b5-aff2-c52ae38de8e4","US","10013","DOMINICK ST","1","","","2024-06-08T06:42:18Z","0","POINT (-74.005138 40.7250602)"
"1d654903-ed48-42a6-8611-00d53fa3f39b","US","10012","THOMPSON ST","169","","","2024-06-19T13:55:35Z","0","POINT (-74.0004438 40.7276788)"
"1d9c8719-d617-4207-ad62-199835f6c7c9","US","10005","HANOVER ST","3","","","2024-06-30T20:08:52Z","3","POINT (-74.0089744 40.7055688)"
"1dea2ccc-640e-4be1-b689-3e9b18cbd56f","US","10007","MURRAY ST","70","","","2024-07-11T03:21:09Z","0","POINT (-74.0107963 40.7145456)"
"1e487ed0-5780-4276-8ff2-d8cd1dff1173","US","10012","W 3 ST","84","","","2024-07-22T10:34:26Z","0","POINT (-73.9990103 40.7297919)"
"1e868be3-6694-4b53-8371-0aa479192060","US","10013","CENTRE ST","239","","","2024-08-02T17:47:43Z","0","POINT (-73.9983124 40.7202476)"
"1ec8b123-0b9d-4f3a-9502-1dc4565642e2","US","10012","SPRING ST","174","","","2024-08-13T00:00:00Z","4","POINT (-74.0024207 40.7246851)"
"1ef590a2-0d19-4a65-ba20-2f27393fcaaa","US","10007","PARK PL","11","","","2024-08-24T07:13:17Z","0","POINT (-74.0083426 40.7130091)"
"1f308ff7-952a-42f4-a2e5-18dc46dbfe63","US","10002","LUDLOW ST","54","","","2024-09-04T14:26:34Z","0","POINT (-73.9900757 40.7165274)"
"1f746d29-9049-468b-8fc2-44646f5b0bb1","US","10012","ELIZABETH ST","248","","","2024-09-15T21:39:51Z","0","POINT (-73.9937213 40.7235309)"
"1ff4b229-7b1c-45ff-b63d-23b5ab28158b","US","10006","WASHINGTON ST","89","","","2024-09-26T04:52:08Z","5","POINT (-74.014408 40.7078632)"
"2034cd77-e694-4d83-8460-3e4bea4a6bbc","US","10013","PELL ST","15","","","2024-10-07T11:05:25Z","0","POINT (-73.9979194 40.7147479)"
"20782081-a3c0-4a07-91bb-7823631c09ed","US","10004","BROADWAY","32","","","2024-10-18T18:18:42Z","0","POINT (-74.0130214 40.7059205)"
"20abb4de-bf1a-4e47-953f-3b4c65bbf7bc","US","10012","BROADWAY","672","","","2024-10-29T01:31:59Z","0","POINT (-73.9950046 40.7273161)"
"20e571df-8b93-4fa7-9ffe-a5868ea2e300","US","10012","JERSEY ST","10","","","2024-11-09T08:44:16Z","6","POINT (-73.9956266 40.7241922)"
"21262aa4-f376-425f-bdcc-cc8fce60fdd2","US","10013","MOTT ST","57","B","","2024-11-20T15:57:33Z","0","POINT (-73.9984489 40.7159104)"
"21897306-bdbc-4eff-a218-7e31f3d29664","US","10012","SULLIVAN ST","146","","","2024-12-01T22:10:50Z","0","POINT (-74.0019352 40.7271556)"
"21bbdee1-04ec-4abd-9942-8a96ef577c66","US","10002","DELANCEY ST","53","","","2024-12-12T05:23:07Z","0","POINT (-73.9915185 40.719326)"
"21ecea21-c57b-42b8-a777-dc9f8f10e99e","US","10014","VARICK ST","185","","","2024-12-23T12:36:24Z","7","POINT (-74.0056611 40.7277179)"
"2226aef5-7d53-40cb-a2f0-7c5f26f6280b","US","10012","BLEECKER ST","29","","","2024-01-04T19:49:41Z","0","POINT (-73.9935224 40.7257658)"
"225df7d3-d84b-4072-9135-4b53105e0358","US","10012","SULLIVAN ST","170","","","2024-01-15T02:02:58Z","0","POINT (-74.0011964 40.7280672)"
"22bf066f-41de-4dbf-80b3-6b155d11328c","US","10005","NEW ST","22","","","2024-01-26T09:15:15Z","0","POINT (-74.0116896 40.7066912)"
"22f1475c-80ed-42c1-85ba-ee29a2da5ffe","US","10038","DUTCH ST","15","","","2024-02-06T16:28:32Z","8","POINT (-74.007382 40.7096097)"
"236a0fd0-b1b2-44a7-959c-a186d92b0748","US","10002","ELDRIDGE ST","50","","","2024-02-17T23:41:49Z","0","POINT (-73.9929266 40.7160653)"
"23941208-f21e-4e15-a1eb-208366b1b173","US","10006","CEDAR ST","111","","","2024-02-28T06:54:06Z","0","POINT (-74.012093 40.7094488)"
"23b9fb3e-268c-4cde-89da-69d0f0dc1757","US","10038","BROADWAY","176","","","2024-03-10T13:07:23Z","0","POINT (-74.0096771 40.7099601)"
"23ff191e-bd2f-403f-925f-81d92ecf8124","US","10002","HENRY ST","54","","","2024-03-21T20:20:40Z","9","POINT (-73.9952755 40.7128662)"
"2453c582-3ae5-4163-8504-8f87cabe2c30","US","10012","SPRING ST","68","","","2024-04-01T03:33:57Z","0","POINT (-73.9975521 40.7223904)"
"2491bbae-090c-4b0d-bd1a-a4d72382d04e","US","10012","BOWERY","226","","","2024-04-12T10:46:14Z","0","POINT (-73.9935451 40.7222404)"
"24f0b806-c02d-49c9-aec4-a802a5314228","US","10002","CHERRY ST","242","A","","2024-04-23T17:59:31Z","0","POINT (-73.9907716 40.7112348)"
"25327b12-cbaa-487f-94f6-9dc3a48dca31","US","10002","FORSYTH ST","10","","","2024-05-04T00:12:48Z","10","POINT (-73.9941078 40.714535)"
"2578c6e9-1719-46af-87a0-cd93917780df","US","10012","MERCER ST","207","","","2024-05-15T07:25:05Z","0","POINT (-73.9967406 40.7272586)"
"25bdb216-d72b-4240-bb70-58481a249bdc","US","10013","W BROADWAY","117","","","2024-05-26T14:38:22Z","0","POINT (-74.0084378 40.7162566)"
"262714cb-680c-495a-9ca1-b68f1db45b29","US","10012","CROSBY ST","44","","","2024-06-06T21:51:39Z","0","POINT (-73.9987677 40.7218801)"
"265574b6-99c9-4ac4-8ee0-6c06b5fc65cb","US","10013","FRANKLIN ST","102","","","2024-06-17T04:04:56Z","11","POINT (-74.0055943 40.7184884)"
"26ab0c6e-5abc-4ea4-b46a-26c0ccf9c4de","US","10013","MERCER ST","44","","","2024-06-28T11:17:13Z","0","POINT (-74.0010772 40.7215475)"
"26f5c2f4-85c6-4a47-a632-bc3383341af7","US","10038","HENRY ST","9","","","2024-07-09T18:30:30Z","0","POINT (-73.9972533 40.7128922)"
"273ff719-eaa9-42da-8e65-f65ba6c03d3a","US","10038","CATHERINE ST","89","","","2024-07-20T01:43:47Z","0","POINT (-73.9963818 40.7105366)"
"2766b257-9403-4544-ba25-4e1066c8a9f8","US","10013","BROOME ST","556","","","2024-07-31T08:56:04Z","12","POINT (-74.0055338 40.7244577)"
"279a0e61-f998-4b01-8fb3-54230de2991d","US","10013","CROSBY ST","21","","","2024-08-11T15:09:21Z","0","POINT (-73.9998667 40.7202992)"
"27e88100-0166-4732-a7f7-fb1886ba6792","US","10012","CROSBY ST","120","","","2024-08-22T22:22:38Z","0","POINT (-73.996618 40.7244352)"
"2866dd32-67ed-4649-9cd5-5e93cadfdf95","US","10002","E BROADWAY","28","","","2024-09-02T05:35:55Z","0","POINT (-73.9966612 40.7136431)"
"289a3ba0-4d61-46ad-9199-41e31427fd8c","US","10012","GREENE ST","103","","","2024-09-13T12:48:12Z","0","POINT (-73.9998873 40.724518)"
"28d8dc0a-396d-4f3a-8d76-427754ff2a8e","US","10007","CHAMBERS ST","121","","","2024-09-24T19:01:29Z","0","POINT (-74.0085982 40.715349)"
"28f85082-d8b0-4e89-acf0-4fad798f3518","US","10002","ALLEN ST","141","","","2024-10-05T02:14:46Z","0","POINT (-73.990069 40.7203851)"
"2936dae2-111d-4ad4-b6cc-67651f70dedc","US","10038","WATER ST","209","","","2024-10-16T09:27:03Z","0","POINT (-74.0035068 40.7073776)"
"29b29c23-bb77-45a8-8974-fdb550180d52","US","10013","N MOORE ST","26","","","2024-10-27T16:40:20Z","1","POINT (-74.0074667 40.719749)"
"29dcfacf-cec6-45a8-abe9-e2e9bc361767","US","10002","BROOME ST","295","","","2024-11-07T23:53:37Z","0","POINT (-73.992069 40.7186069)"
"2a232ff2-0a04-4fe0-9d51-7059c6b945f1","US","10002","HESTER ST","62","","","2024-11-18T06:06:54Z","0","POINT (-73.9908795 40.7158099)"
"2a646fc5-d5da-49a5-9bc4-76bc6634810c","US","10013","BROADWAY","421","","","2024-11-29T13:19:11Z","0","POINT (-74.001825 40.7196964)"
"2a9b2604-e59f-45d6-8871-9f86365d49de","US","10013","ELIZABETH ST","17","","","2024-12-10T20:32:28Z","2","POINT (-73.9974056 40.7160562)"
"2aed386a-c49b-4d41-9fe6-0b58726b8acd","US","10013","CHURCH ST","220","","","2024-12-21T03:45:45Z","0","POINT (-74.0066281 40.7168763)"
"2b317d0f-cf27-4d93-b634-cdff167af8f0","US","10002","MARKET ST","51","","","2024-01-02T10:58:02Z","0","POINT (-73.9944165 40.71184)"
"2b5ad39c-00c8-4144-ae29-279c9868d638","US","10013","CROSBY ST","6","","","2024-01-13T17:11:19Z","0","POINT (-74.0004787 40.7198723)"
"2ba02308-0037-4f2a-b8ca-a02b9ee705d3","US","10007","BROADWAY","311","","","2024-01-24T00:24:36Z","3","POINT (-74.0053193 40.7155904)"
"2bdd7f96-affb-4be1-80a7-83d29447e425","US","10013","VANDAM ST","100","","","2024-02-04T07:37:53Z","0","POINT (-74.0086798 40.7266263)"
"2c177d36-6bbf-4291-ac23-792c15ec3902","US","10002","HESTER ST","72","","","2024-02-15T14:50:10Z","0","POINT (-73.9916304 40.7160399)"
